UAI_GES;UAI_COMPOSANTE;LIB_COMPOSANTE;LIB_INS;UAI_AFF;LIB_AFF;CODECOMMUNE;LIBCOMMUNE;CODEPOSTAL;ACADÉMIE;MINISTERETUTELLE;LIBMINISTERE;TYPEETA;CODEFORMATION;LIBFORMATION;CODESPÉCIALITÉ;LIBSPÉCIALITÉ;CODESPÉFORMATIONINITIALE;CODEMEF
0470815F;0470815F;CFA AGRICOLE DU LOT ET GARONNE;;0470815F;CFA AGRICOLE DU LOT ET GARONNE;47252;Sainte-Livrade-sur-Lot;47110;Bordeaux;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481002;Arboriste-élagueur - en apprentissage;480002;
0120621K;0120621K;L.E.G.T.A. Villefranche de Rouergue;;0120621K;L.E.G.T.A. Villefranche de Rouergue;12300;Villefranche-de-Rouergue;12204;Toulouse;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1656;Sciences et technologies des aliments spécialité Aliments et processus technologiques - en apprentissage;656;3712211321
0120621K;0120621K;L.E.G.T.A. Villefranche de Rouergue;;0120621K;L.E.G.T.A. Villefranche de Rouergue;12300;Villefranche-de-Rouergue;12204;Toulouse;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1655;Analyses agricoles biologiques et biotechnologiques - en apprentissage;655;3712211121
9730421V;9730421V;Lycée polyvalent Leopold Elfort;;9730421V;Lycée polyvalent Leopold Elfort;97306;Mana;97360;Guyane;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1464;Tourisme - en apprentissage;464;3113342621
9741090S;9741090S;CFAA DE ST PAUL;;9741090S;CFAA DE ST PAUL;97415;Saint-Paul;97460;La Réunion;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481007;Conduite de productions en agriculture biologique et commercialisation - en apprentissage;480007;
9741090S;9741090S;CFAA DE ST PAUL;;9741090S;CFAA DE ST PAUL;97415;Saint-Paul;97460;La Réunion;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1651;Agronomie : Productions végétales - en apprentissage;651;3712111321
0150006A;0150006A;Lycée Jean Monnet - Mermoz;;0150006A;Lycée Jean Monnet - Mermoz;15014;Aurillac;15005;Clermont-Ferrand;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0150640P;0150640P;Institut de formation professionnelle et permanente;;0150640P;Institut de formation professionnelle et permanente;15014;Aurillac;15017;Clermont-Ferrand;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1458;Services informatiques aux organisations - en apprentissage;458;3113260921
0150755P;0150755P;CFPPA Aurillac;;0150755P;CFPPA Aurillac;15014;Aurillac;15005;Clermont-Ferrand;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481015;Production, transformation et commercialisation des produits fermiers - en apprentissage;480015;
0150006A;0150006A;Lycée Jean Monnet - Mermoz;;0150006A;Lycée Jean Monnet - Mermoz;15014;Aurillac;15005;Clermont-Ferrand;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0150640P;0150640P;IFPP;;0150640P;IFPP;15014;Aurillac;15017;Clermont-Ferrand;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1442;Professions immobilières - en apprentissage;442;3113130921
0150755P;0150755P;CFPPA Aurillac;;0150755P;CFPPA Aurillac;15014;Aurillac;15005;Clermont-Ferrand;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1665;Gestion forestière - en apprentissage;665;3712130421
0150640P;0150640P;IFFPP;;0150640P;IFFPP;15014;Aurillac;15017;Clermont-Ferrand;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0150008C;0150008C;Lycée professionnel Raymond Cortat;;0150008C;Lycée professionnel Raymond Cortat;15014;Aurillac;15000;Clermont-Ferrand;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1671;Animation-gestion de projets dans le secteur sportif - en apprentissage;671;2533350111
0150755P;0150755P;CFPPA Aurillac;;0150755P;CFPPA Aurillac;15014;Aurillac;15005;Clermont-Ferrand;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481002;Arboriste-élagueur - en apprentissage;480002;
0150755P;0150755P;CFPPA Aurillac;;0150755P;CFPPA Aurillac;15014;Aurillac;15005;Clermont-Ferrand;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481018;Technicien spécialisé en transformation laitière - en apprentissage;480018;
0150006A;0150006A;Lycée Jean Monnet - Mermoz;;0150006A;Lycée Jean Monnet - Mermoz;15014;Aurillac;15005;Clermont-Ferrand;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0142430R;0142430R;CFA Antenne du Pôle formation UIMM;;0142430R;CFA Antenne du Pôle formation UIMM;14762;Vire Normandie;14500;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1385;Maintenance des systèmes - option A Systèmes de production - en apprentissage;385;3112501021
0142178S;0142178S;Lycée professionnel Jean Mermoz;;0142178S;Lycée professionnel Jean Mermoz;14762;Vire Normandie;14504;Normandie;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1388;Métiers de la mode-vêtements - en apprentissage;388;3112420721
0142180U;0142180U;CFA de Vire;;0142180U;CFA de Vire;14762;Vire Normandie;14500;Normandie;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1644;Technico-commercial (BTSA) - en apprentissage;644;3712101321
0142180U;0142180U;CFA de Vire;;0142180U;CFA de Vire;14762;Vire Normandie;14500;Normandie;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1666;Aménagements paysagers - en apprentissage;666;3712140121
0190071Z;0190071Z;Institut Briviste Supérieur Administration et Commerce (Ecole secondaire professionnelle privée);;0190071Z;Institut Briviste Supérieur Administration et Commerce (Ecole secondaire professionnelle privée);19031;Brive-la-Gaillarde;19100;Limoges;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11418;Négociation et digitalisation de la Relation Client - en apprentissage;10418;3113121221
0190010H;0190010H;Lycée Georges Cabanis;;0190010H;Lycée Georges Cabanis;19031;Brive-la-Gaillarde;19100;Limoges;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11410;Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;10410;3112231621
0190010H;0190010H;Lycée Georges Cabanis;;0190010H;Lycée Georges Cabanis;19031;Brive-la-Gaillarde;19100;Limoges;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1436;Electrotechnique - en apprentissage;436;3112551521
0190770J;0190770J;UFA Simone Veil;;0190770J;UFA Simone Veil;19031;Brive-la-Gaillarde;19311;Limoges;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;1486;Comptabilité et gestion - en apprentissage;486;3113140821
0190770J;0190770J;UFA Simone Veil;;0190770J;UFA Simone Veil;19031;Brive-la-Gaillarde;19311;Limoges;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0341794R;0341794R;Lycée Jean-Francois Champollion;;0341794R;Lycée Jean-Francois Champollion;34129;Lattes;34874;Montpellier;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11413;Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;10413;3113220921
0331708C;0331708C;CFA BASSIN Formation COBAS;;0331708C;CFA BASSIN Formation COBAS;33529;La Teste-de-Buch;33260;Bordeaux;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0331708C;0331708C;CFA BASSIN Formation COBAS;;0331708C;CFA BASSIN Formation COBAS;33529;La Teste-de-Buch;33260;Bordeaux;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0781948U;0781948U;Lycée LAVOISIER;;0781948U;Lycée LAVOISIER;78501;Porcheville;78440;Versailles;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;62;Mention complémentaire;1627;Technicien en énergies renouvelables (option thermique) - en apprentissage;627;2532270411
0781948U;0781948U;Lycée LAVOISIER;;0781948U;Lycée LAVOISIER;78501;Porcheville;78440;Versailles;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11415;Maintenance des matériels de construction et de manutention - en apprentissage;10415;3112521821
0622949U;0622949U;Lycée Mariette;;0622949U;Lycée Mariette;62160;Boulogne-sur-Mer;62321;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11420;Support à l'action managériale - en apprentissage;10420;3113240921
0624100V;0624100V;CFA Régional Hauts de France - UFA STARTEVO - Site de Saint-Martin-Boulogne;;0624100V;CFA Régional Hauts de France - UFA STARTEVO - Site de Saint-Martin-Boulogne;62160;Boulogne-sur-Mer;62200;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11423;Management Commercial Opérationnel - en apprentissage;10423;3113121321
0620052V;0620052V;CFA académique - Lycée Edouard Branly;;0620052V;CFA académique - Lycée Edouard Branly;62160;Boulogne-sur-Mer;62321;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1418;Travaux publics - en apprentissage;418;3112310721
0620052V;0620052V;CFA académique - Lycée Edouard Branly;;0620052V;CFA académique - Lycée Edouard Branly;62160;Boulogne-sur-Mer;62321;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1416;Bâtiment - en apprentissage;416;3112301221
0620052V;0620052V;CFA académique - Lycée Edouard Branly;;0620052V;CFA académique - Lycée Edouard Branly;62160;Boulogne-sur-Mer;62321;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1389;Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;389;3112501121
0624100V;0624100V;CFA Régional Hauts de France - UFA STARTEVO - Site de Saint-Martin-Boulogne;;0624100V;CFA Régional Hauts de France - UFA STARTEVO - Site de Saint-Martin-Boulogne;62160;Boulogne-sur-Mer;62200;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11421;Gestion de la PME - en apprentissage;10421;3113140921
0622801H;0622801H;Lycée professionnel des Travaux Publics;;0622801H;Lycée professionnel des Travaux Publics;62178;Bruay-la-Buissière;62700;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11415;Maintenance des matériels de construction et de manutention - en apprentissage;10415;3112521821
0622801H;0622801H;Lycée professionnel des Travaux Publics;;0622801H;Lycée professionnel des Travaux Publics;62178;Bruay-la-Buissière;62700;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1418;Travaux publics - en apprentissage;418;3112310721
0623688X;0623688X;MFR de Berlencourt le Cauroy;;0623688X;MFR de Berlencourt le Cauroy;62111;Berlencourt-le-Cauroy;62810;Lille;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;66;BTS - Agricole;1644;Technico-commercial (BTSA) - en apprentissage;644;3712101321
0611119K;0611119K;MFREO de Cerisy Belle Etoile;;0611119K;MFREO de Cerisy Belle Etoile;61078;Cerisy-Belle-Etoile;61100;Normandie;3;Ministère de l'Agriculture et de l'Alimentation;Lycée à classe postbac;48;Certificat de Spécialisation Agricole;481011;Constructions paysagères - en apprentissage;480011;
0622305U;0622305U;CFA HESDIGNEUL LES BOULOGNE;;0622305U;CFA HESDIGNEUL LES BOULOGNE;62446;Hesdigneul-lès-Boulogne;62360;Lille;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1420;Systèmes constructifs bois et habitat - en apprentissage;420;3112341221
0100824S;0100824S;CFA du bâtiment et des travaux publics de l'Aube;;0100824S;CFA du bâtiment et des travaux publics de l'Aube;10297;Pont-Sainte-Marie;10150;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1422;Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;422;3112271121
0080008R;0080008R;Lycée François Bazin;;0080008R;Lycée François Bazin;08105;Charleville-Mézières;08013;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1472;Technico-commercial (BTS) - en apprentissage;472;3112000821
0080008R;0080008R;Lycée François Bazin;;0080008R;Lycée François Bazin;08105;Charleville-Mézières;08013;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1426;Assistance technique d'ingénieur - en apprentissage;426;3112500121
0080008R;0080008R;Lycée François Bazin;;0080008R;Lycée François Bazin;08105;Charleville-Mézières;08013;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1363;Maintenance des systèmes - option C Systèmes éoliens - en apprentissage;363;3112501221
0080008R;0080008R;CFAI Ardennes Lycée Bazin;;0080008R;CFAI Ardennes Lycée Bazin;08105;Charleville-Mézières;08013;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1383;Fonderie - en apprentissage;383;3112231421
0080008R;0080008R;CFAI Ardennes Lycée Bazin;;0080008R;CFAI Ardennes Lycée Bazin;08105;Charleville-Mézières;08013;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11406;Europlastics et composites à référentiel commun européen - option Pilotage et Optimisation de la production - en apprentissage;10406;3112250621
0080008R;0080008R;CFAI Ardennes Lycée Bazin;;0080008R;CFAI Ardennes Lycée Bazin;08105;Charleville-Mézières;08013;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1432;Conception et réalisation en chaudronnerie industrielle - en apprentissage;432;3112541521
0081059H;0081059H;CFA de l'Industrie des Ardennes;;0081059H;CFA de l'Industrie des Ardennes;08105;Charleville-Mézières;08008;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;11410;Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;10410;3112231621
0081059H;0081059H;CFA de l'Industrie des Ardennes;;0081059H;CFA de l'Industrie des Ardennes;08105;Charleville-Mézières;08008;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1385;Maintenance des systèmes - option A Systèmes de production - en apprentissage;385;3112501021
0080008R;0080008R;Lycée François Bazin;;0080008R;Lycée François Bazin;08105;Charleville-Mézières;08013;Reims;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1402;Conception de produits industriels - en apprentissage;402;3112000921
0672066G;0672066G;CFA LE CORBUSIER;;0672066G;CFA LE CORBUSIER;67218;Illkirch-Graffenstaden;67404;Strasbourg;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;42;BTS - Production;1416;Bâtiment - en apprentissage;416;3112301221
0672892E;0672892E;CFA GUTENBERG;;0672892E;CFA GUTENBERG;67218;Illkirch-Graffenstaden;67404;Strasbourg;6;Ministère de l'Education nationale et de la Jeunesse;Lycée à classe postbac;43;BTS - Services;11413;Etudes de réalisation d'un projet de communication - 1ère année commune - en apprentissage;10413;3113220921
